,Label1,Label2,Count_normalized
4761,Flagellin hook IN motif,Immunoglobulin-like domain of bacterial spore germination,1.1
15276,PPR repeat family,Tn7-like transposition protein D,1.61
15277,PPR repeat,Tn7-like transposition protein D,1.61
18217,C2H2-type zinc finger,NUMOD3 motif,1.1
6553,Aerotolerance regulator N-terminal,PASTA domain,1.1
10059,Domain of unknown function,Family of unknown function (DUF6273),1.1
16041,Ribonuclease R winged-helix domain,ribosomal L5P family C-terminus,1.1
2049,AMIN domain,Glycosyl hydrolases family 31 TIM-barrel domain,1.61
16040,Ribonuclease R winged-helix domain,Ribosomal protein L5,1.1
12293,Y_Y_Y domain,ell wall binding domain 2 (CWB2),1.61
19442,"Immune inhibitor A-like metallopeptidase, VEG domain",Legume lectin domain,1.1
7396,"Glycosyl hydrolases family 2, sugar binding domain",Putative peptidoglycan binding domain,1.95
2126,Caspase domain,Glycosyl hydrolases family 25,1.61
14150,Anaphase-promoting complex subunit 4 WD40 domain,Phage tail tube protein,1.1
10530,Chain length determinant protein,DHHC palmitoyltransferase,1.1
14952,DJ-1/PfpI family,Oxidoreductase NAD-binding domain,1.1
14956,DJ-1/PfpI family,PepSY-associated TM region,1.1
1692,Glycosyl hydrolases family 2,Glycosyl hydrolases family 31 TIM-barrel domain,1.79
17730,Bacterial cadherin-like domain,PKD-like domain,1.61
1186,Diacylglycerol kinase catalytic domain,Mitochondrial ribosomal protein subunit L20,1.1
1185,Mitochondrial ribosomal protein subunit L20,YegS C-terminal NAD kinase beta sandwich-like domain,1.1
18143,Double zinc ribbon domain,Peptidase M16 inactive domain,1.1
11344,Glycosyl hydrolases family 6,Transglutaminase-like superfamily,1.1
15429,CHU_C Type IX secretion signal domain,YDG domain,1.95
26,HsdM N-terminal domain,Zinc finger found in FPG and IleRS,1.1
25,Formamidopyrimidine-DNA glycosylase H2TH domain,HsdM N-terminal domain,1.1
27,Formamidopyrimidine-DNA glycosylase N-terminal domain,HsdM N-terminal domain,1.1
4076,Prophage endopeptidase tail,URI fold toxin 2,1.1
13777,BRCA1 C Terminus (BRCT) domain,HrcA protein C terminal domain,1.1
12112,DNA methylase,Ribosomal protein L35,1.1
13778,BRCA1 C Terminus (BRCT) domain,"Winged helix-turn-helix transcription repressor, HrcA DNA-binding",1.1
4084,Prophage endopeptidase tail N-terminal domain,URI fold toxin 2,1.1
16436,Nucleotidyltransferase domain,Terminase RNaseH-like domain,1.1
14964,7TM diverse intracellular signalling,PAS fold,2.56
8249,Domain of unknown function (DUF4982),Subtilase family,1.95
20213,FAD binding domain,Sugar-binding N-terminal domain,1.1
20211,FAD binding domain,Nucleotide-binding C-terminal domain,1.1
14686,FUSC-like inner membrane protein yccS,Mechanosensitive ion channel porin domain,1.1
14685,Fusaric acid resistance protein-like,Mechanosensitive ion channel porin domain,1.1
14687,Fusaric acid resistance protein-like,Mechanosensitive ion channel inner membrane domain 1,1.1
14688,FUSC-like inner membrane protein yccS,Mechanosensitive ion channel inner membrane domain 1,1.1
14726,FlgD Ig-like domain,Neisseria PilC beta-propeller domain,1.61
16293,Cation efflux family,Dolichyl-phosphate-mannose-protein mannosyltransferase,1.1
16292,Dimerisation domain of Zinc Transporter,Dolichyl-phosphate-mannose-protein mannosyltransferase,1.1
16296,C-terminal four TMM region of protein-O-mannosyltransferase,Dimerisation domain of Zinc Transporter,1.1
16297,C-terminal four TMM region of protein-O-mannosyltransferase,Cation efflux family,1.1
225,BspA type Leucine rich repeat region (6 copies),CUB domain,1.95
1530,Cysteine-rich secretory protein family,Subtilase family,2.3
2238,Bacterial Ig-like domain (group 4),Concanavalin A-like lectin/glucanases superfamily,1.95
3513,Centromere-binding protein HTH domain,KorB C-terminal beta-barrel domain,1.39
1572,Jag N-terminus,Transposase IS116/IS110/IS902 family,1.95
14806,ADP-ribosyltransferase exoenzyme,Phage Mu protein F like protein,1.1
19182,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",chorismate binding enzyme,1.1
19280,DinB superfamily,SWIM zinc finger,1.1
19183,"Anthranilate synthase component I, N terminal region","D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",1.1
19184,Amino-transferase class IV,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",1.1
19181,Amino-transferase class IV,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",1.1
19179,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",chorismate binding enzyme,1.1
19180,"Anthranilate synthase component I, N terminal region","D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",1.1
19281,Family of unknown function (DUF6191),SWIM zinc finger,1.1
19035,Periplasmic sensor domain,RNA recognition motif,1.61
4529,D5 N terminal like,Ribonuclease B OB domain,1.95
12188,Bacterial TSP3 repeat,"RNA-binding, Nab2-type zinc finger",1.1
12189,Bacterial TSP3 repeat,Zinc finger C-x8-C-x5-C-x3-H type (and similar),1.1
15555,Ankyrin repeats (3 copies),C2H2-type zinc finger,1.39
11726,"Immune inhibitor A peptidase M6, catalytic domain",OmpA family,1.61
17998,"Pyruvate kinase, barrel domain",[2Fe-2S] binding domain,1.1
5642,[2Fe-2S] binding domain,"lactate/malate dehydrogenase, NAD binding domain",1.1
5652,[2Fe-2S] binding domain,"lactate/malate dehydrogenase, alpha/beta C-terminal domain",1.1
18425,Domain of unknown function (DUF5710),"Overcoming lysogenization defect protein-like, TOPRIM domain",1.1
15486,MgtE intracellular N domain,Transcription factor AFT,1.1
17988,"Pyruvate kinase, alpha/beta domain",[2Fe-2S] binding domain,1.1
18221,MCM P-loop domain,TLD,1.1
4591,Bacterial flagellin C-terminal helical region,Large polyvalent protein associated domain 25,1.1
18227,BTB/POZ domain,MCM OB domain,1.1
18226,BTB/POZ domain,MCM P-loop domain,1.1
18222,MCM OB domain,TLD,1.1
1127,CRISPR associated protein Cas2,Recombinase zinc beta ribbon domain,1.61
16337,Condensation domain,Phosphopantetheine attachment site,1.1
8543,FecR protein,SPOR domain,1.1
9704,Cadherin-like beta sandwich domain,FIVAR domain,1.79
14925,Cadherin-like,Tyrosine-protein kinase ephrin type A/B receptor-like,1.1
20002,Leucine Rich Repeat,Protein of unknown function (DUF1194),1.61
14789,Hint domain,MBG domain (YGX type),1.61
2819,Bacterial SH3 domain,Bacterial alpha-L-rhamnosidase concanavalin-like domain,1.61
2839,Bacterial SH3 domain,Bacterial alpha-L-rhamnosidase C-terminal domain,1.61
9387,Immunoglobulin-like domain of bacterial spore germination,Protein phosphatase 2C,1.1
9381,PrcB C-terminal,Protein phosphatase 2C,1.1
10201,Bacterial Alpha amylase C-terminal domain,N-terminus of Esterase_SGNH_hydro-type,1.1
3230,Family of unknown function (DUF6576),FtsX-like permease family,1.1
7646,Bacterial dipeptidyl-peptidase Sh3 domain,Calcineurin-like phosphoesterase,1.61
10021,Fibronectin type III domain,Putative Ig domain,2.2
8989,"Resolvase, N terminal domain",Stage II sporulation protein E (SpoIIE),2.2
11977,Acetyltransferase (GNAT) family,Molybdopterin oxidoreductase N-terminal domain,1.1
17066,ATP dependent DNA ligase domain,DNA gyrase B subunit insert domain,1.1
5523,"Endo-alpha-N-acetylgalactosaminidase, domain 5",YSIRK type signal peptide,1.1
6201,PgaA membrane beta barrel domain,Sel1 repeat,1.1
5519,Galactose-binding domain-like,YSIRK type signal peptide,1.1
16803,Histidine kinase-like ATPase domain,Tetratricopeptide repeat,1.95
12110,Protein of unknown function (DUF433),Ribosomal protein L35,1.1
3232,FtsX extracellular domain,Rhomboid family,1.1
16893,AhpC/TSA family,Flagellar basal body rod FlgEFG protein C-terminal,1.1
12819,Chitinase class I,Concanavalin A-like lectin/glucanases superfamily,1.61
9660,Carbohydrate binding module (family 35),Glycosyl hydrolases family 2,1.61
15535,ABC-2 family transporter protein,Primase C terminal 1 (PriCT-1),1.1
14423,Domain of unknown function (DUF1835),"Oxidoreductase family, NAD-binding Rossmann fold",1.1
16509,2Fe-2S iron-sulfur cluster binding domain,NAD(P)-binding Rossmann-like domain,1.1
5293,CRISPR-associated (Cas) DxTHG family,"Glycosyl hydrolase family 20, domain 2",1.1
5289,CRISPR-associated (Cas) DxTHG family,"Glycosyl hydrolase family 20, catalytic domain",1.1
19114,Domain of unknown function (DUF4219),Retroviral aspartyl protease,1.1
8502,Glycosyl hydrolases family 18,TM2 domain,1.1
4484,"Tubulin/FtsZ family, GTPase domain",tRNA modifying enzyme MnmG/GidA C-terminal helical domain,1.1
4483,"Tubulin-like CetZ, C-terminal",tRNA modifying enzyme MnmG/GidA C-terminal helical domain,1.1
17672,"AIR synthase related protein, C-terminal domain",Berberine and berberine like,1.1
17671,"AIR synthase related protein, N-terminal domain",Berberine and berberine like,1.1
16716,Domain of unknown function (DUF5710),Phenylalanyl tRNA synthetase beta chain CLM domain,1.1
16717,Domain of unknown function (DUF5710),tRNA synthetase B5 domain,1.1
5227,"C-terminal, D2-small domain, of ClpB protein",S4 domain,1.39
17689,Domain of unknown function (DUF1887),Enoyl-(Acyl carrier protein) reductase,1.1
7479,Domain of unknown function (DUF1887),Radical_SAM C-terminal domain,1.1
17691,Domain of unknown function (DUF1887),short chain dehydrogenase,1.1
9103,FlgA N-terminal domain,SLBB domain,1.1
13183,"Cytochrome C oxidase, cbb3-type, subunit III",SLBB domain,1.1
9101,Chaperone for flagella basal body P-ring formation,SLBB domain,1.1
4053,Diaminopimelate epimerase,"RlmA, N-terminal",1.1
6733,Bacterial Ig-like domain,Fibronectin type III domain,2.2
17180,BlaR1 peptidase M56,Pentatricopeptide repeat domain,1.1
16094,Family of unknown function (DUF5906),Small subunit of acetolactate synthase,1.39
5563,Biotin protein ligase C terminal domain,tRNA synthetases class I (M),1.1
12738,Biotin protein ligase C terminal domain,CAAD domains of cyanobacterial aminoacyl-tRNA synthetase,1.1
11325,HEAT repeats,RDD family,1.1
7939,Cysteine-rich secretory protein family,NlpC/P60 family,1.95
16947,Histidine kinase-like ATPase domain,Rubredoxin metal binding domain,1.1
18747,Carbohydrate binding domain X2,Glycosyl hydrolase family 53,1.1
3332,Cysteine-rich secretory protein family,Flavodoxin,1.61
11627,CAT RNA binding domain,"Helix-turn-helix domain, rpiR family",1.1
9069,D-alanyl-D-alanine carboxypeptidase,Protein kinase domain,2.2
18317,PKD domain,Thrombospondin type 3 repeat,1.95
6325,Protein of unknown function N-terminus (DUF3323),S4 domain,1.1
6331,Protein of unknown function C-terminus (DUF2399),S4 domain,1.1
5982,Bacterial Ig-like domain (group 3),Listeria-Bacteroides repeat domain (List_Bact_rpt),2.4
12370,Smr domain,"Translation initiation factor IF-3, N-terminal domain",1.1
13806,Prolyl oligopeptidase family,Protein of unknown function (DUF1566),1.1
12371,MutS2 and Smr-associated SH3 domain,"Translation initiation factor IF-3, N-terminal domain",1.1
11844,Mur ligase middle domain,Uncharacterized protein family UPF0004,1.1
5439,Recombinase,Stage II sporulation protein E (SpoIIE),2.2
5429,Hemagglutinin repeat,Spy0128-like isopeptide containing domain,1.61
16539,MASE1,"Transcriptional regulator SbtR-like, C-terminal domain",1.1
18137,Phosphoribosyl transferase domain,Sterol carrier protein domain,1.1
19708,Leucine rich repeat N-terminal domain,Passenger-associated-transport-repeat,1.95
14394,Calcineurin-like phosphoesterase,Sulfatase-modifying factor enzyme 1,1.95
7299,Protein of unknown function (DUF2927),RadC-like JAB domain,1.1
13985,ATP cone domain,Asparagine synthase,1.1
15895,"BRO family, N-terminal domain",P22AR C-terminal domain,1.1
7298,Matrixin,RadC-like JAB domain,1.1
1283,"FecR, C-terminal",NB-ARC domain,1.61
8749,Iron-sulfur cluster-binding domain,Protein of unknown function (DUF5131),1.1
5754,CRISPR-associated protein (Cas_Csd1),Domain of unknown function DUF83,1.1
1053,Domain of unknown function DUF83,PriA DNA helicase Cys-rich region (CRR) domain,1.1
1052,Domain of unknown function DUF83,Primosomal protein N C-terminal domain,1.1
1051,3'DNA-binding domain (3'BD),Domain of unknown function DUF83,1.1
19563,"Anaphase-promoting complex, cyclosome, subunit 3",Zinc binding domain,1.1
19932,Cupin,Rx N-terminal domain,1.1
947,FAE1/Type III polyketide synthase-like protein,Flavodoxin,1.1
940,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,Flavodoxin,1.1
7082,4Fe-4S single cluster domain,Insulinase (Peptidase family M16),1.61
5020,Clostridial hydrophobic W,"Glycosyl hydrolases family 2, sugar binding domain",1.61
3974,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",N-terminal 7TM region of histidine kinase,2.3
15985,Aminotransferase class-III,Domain of unknown function (DUF3482),1.1
4794,Anticodon binding domain,Toprim-like,1.95
866,IgA Peptidase M64,"Polysaccharide lyase family 4, domain II",1.1
4795,Toprim-like,"tRNA synthetases class I (E and Q), catalytic domain",1.95
9727,AAA domain,Plasmid pRiA4b ORF-3-like protein,1.61
4743,DRTGG domain,DeoR-like helix-turn-helix domain,1.39
528,Bacterial Ig domain,Spy0128-like isopeptide containing domain,2.3
12455,Cold shock domain,Ribonuclease B OB domain,1.61
7150,MASE1,"Resolvase, N terminal domain",1.79
6204,MobL relaxases,Polysaccharide deacetylase,1.1
14337,Cobalamin synthesis G N-terminal,RecJ OB domain,1.1
14340,Cobalamin synthesis G C-terminus,RecJ OB domain,1.1
10734,Beta-propeller repeat,FlgD Ig-like domain,1.39
146,Family of unknown function (DUF6017),ROS/MUCR transcriptional regulator protein,1.1
3068,Cna protein B-type domain,Listeria-Bacteroides repeat domain (List_Bact_rpt),2.48
14498,CobQ/CobB/MinD/ParA nucleotide binding domain,MshEN domain,1.1
4055,Cytidine and deoxycytidylate deaminase zinc-binding region,Diaminopimelate epimerase,1.1
11870,HhH-GPD superfamily base excision DNA repair protein,"Protein adenylyltransferase SoFic-like, C-terminal domain",1.39
19976,Domain of unknown function (DUF4218),Transposase-associated domain,1.1
19977,Domain of unknown function (DUF4216),Transposase-associated domain,1.1
19968,Domain of unknown function (DUF4216),Transposase family tnp2,1.1
19966,Domain of unknown function (DUF4218),Transposase family tnp2,1.1
2645,Divergent InlB B-repeat domain,SprB repeat,2.48
4689,IrrE N-terminal-like domain,"SbcC/RAD50-like, Walker B motif",1.61
11124,Putative carbohydrate metabolism domain,"Sialidase, N-terminal domain",1.1
11137,BNR repeat-like domain,Putative carbohydrate metabolism domain,1.1
11866,Lecithin:cholesterol acyltransferase,Putative carbohydrate metabolism domain,1.1
712,Poxvirus D5 protein-like,Restriction endonuclease,1.61
15329,LysR substrate binding domain,Nuclease-related domain,1.61
15330,"Bacterial regulatory helix-turn-helix protein, lysR family",Nuclease-related domain,1.61
1148,NMT1/THI5 like,UPF0225 domain,1.1
7820,"Bacterial regulatory proteins, luxR family",Calcineurin-like phosphoesterase superfamily domain,1.61
15370,"DNA mismatch repair protein, C-terminal domain",IclR helix-turn-helix domain,1.61
15380,IclR helix-turn-helix domain,MutL C terminal dimerisation domain,1.61
10576,"Acyl-CoA dehydrogenase, C-terminal domain","Glucose-6-phosphate dehydrogenase, NAD binding domain",1.1
19656,NADH pyrophosphatase zinc ribbon domain,"Proliferating cell nuclear antigen, C-terminal domain",1.1
19661,NADH pyrophosphatase zinc ribbon domain,"Proliferating cell nuclear antigen, N-terminal domain",1.1
10577,"Acyl-CoA dehydrogenase, C-terminal domain","Glucose-6-phosphate dehydrogenase, C-terminal domain",1.1
2131,Glycosyl hydrolases family 25,ell wall binding domain 2 (CWB2),1.61
18791,Domain of unknown function (DUF1967),Domain of unknown function (DUF3854),1.1
7104,Polymerase A arginine-rich C-terminus,UvrD-like helicase C-terminal domain,1.61
18788,Domain of unknown function (DUF3854),GTP1/OBG,1.1
10861,Putative sugar-binding domain,"Resolvase, N terminal domain",1.61
9644,Carbohydrate binding module (family 6),F5/8 type C domain,1.79
4592,Bacterial flagellin N-terminal helical region,Large polyvalent protein associated domain 25,1.1
15161,C terminal of Calcineurin-like phosphoesterase,Surface antigen variable number repeat,1.1
14624,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain","Orn/Lys/Arg decarboxylase, major domain",1.1
14621,Molybdopterin cofactor-binding domain,"Orn/Lys/Arg decarboxylase, major domain",1.1
13036,Methyltransferase small domain N-terminal,"UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain",1.1
14353,Family of unknown function (DUF6293),RNA 3'-terminal phosphate cyclase,1.1
15155,C terminal of Calcineurin-like phosphoesterase,Omp85 superfamily domain,1.1
14352,Family of unknown function (DUF6293),"RNA 3'-terminal phosphate cyclase (RTC), insert domain",1.1
13030,Methyltransferase small domain,"UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain",1.1
14614,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain","Orn/Lys/Arg decarboxylase, C-terminal domain",1.1
391,BspA type Leucine rich repeat region (6 copies),Camelysin metallo-endopeptidase,1.95
14611,Molybdopterin cofactor-binding domain,"Orn/Lys/Arg decarboxylase, C-terminal domain",1.1
13780,BRCA1 C Terminus (BRCT) domain,Domain of unknown function (DUF5753),1.1
12667,GEVED domain,Long Rib domain,1.1
5153,"Citrate synthase, C-terminal domain",Glutamine amidotransferase domain,1.1
700,Family of unknown function (DUF5906),STAS-like domain of unknown function (DUF4325),1.61
