,Unnamed: 0,Label1,Label2,Count,Total_Label_1,Total_Label_2,p_value,p_value_fdr,Count_normalized
2049,2049,AMIN domain,Glycosyl hydrolases family 31 TIM-barrel domain,4,118,182,9.162681082736756e-06,4.133902612868163e-05,1.61
16040,16040,Ribonuclease R winged-helix domain,Ribosomal protein L5,2,30,25,9.161816421557305e-06,4.133902612868163e-05,1.1
12293,12293,Y_Y_Y domain,ell wall binding domain 2 (CWB2),4,304,71,9.160394848955156e-06,4.133902612868163e-05,1.61
19442,19442,"Immune inhibitor A-like metallopeptidase, VEG domain",Legume lectin domain,2,30,25,9.161816421557305e-06,4.133902612868163e-05,1.1
7396,7396,"Glycosyl hydrolases family 2, sugar binding domain",Putative peptidoglycan binding domain,6,228,348,9.210435505695403e-06,4.154541338378356e-05,1.95
2126,2126,Caspase domain,Glycosyl hydrolases family 25,4,66,328,9.222172564060203e-06,4.158928290230596e-05,1.61
14150,14150,Anaphase-promoting complex subunit 4 WD40 domain,Phage tail tube protein,2,42,18,9.248525807068028e-06,4.167177339567349e-05,1.1
10530,10530,Chain length determinant protein,DHHC palmitoyltransferase,2,42,18,9.248525807068028e-06,4.167177339567349e-05,1.1
14952,14952,DJ-1/PfpI family,Oxidoreductase NAD-binding domain,2,42,18,9.248525807068028e-06,4.167177339567349e-05,1.1
14956,14956,DJ-1/PfpI family,PepSY-associated TM region,2,42,18,9.248525807068028e-06,4.167177339567349e-05,1.1
1692,1692,Glycosyl hydrolases family 2,Glycosyl hydrolases family 31 TIM-barrel domain,5,253,182,9.279731192876116e-06,4.1803268382374605e-05,1.79
17730,17730,Bacterial cadherin-like domain,PKD-like domain,4,109,198,9.326622871063174e-06,4.2005354194069536e-05,1.61
1186,1186,Diacylglycerol kinase catalytic domain,Mitochondrial ribosomal protein subunit L20,2,98,8,9.345737558599484e-06,4.205480206728215e-05,1.1
1185,1185,Mitochondrial ribosomal protein subunit L20,YegS C-terminal NAD kinase beta sandwich-like domain,2,8,98,9.34573755859948e-06,4.205480206728215e-05,1.1
18143,18143,Double zinc ribbon domain,Peptidase M16 inactive domain,2,8,98,9.34573755859948e-06,4.205480206728215e-05,1.1
11344,11344,Glycosyl hydrolases family 6,Transglutaminase-like superfamily,2,4,211,9.340754122679124e-06,4.205480206728215e-05,1.1
15429,15429,CHU_C Type IX secretion signal domain,YDG domain,6,508,157,9.349152103979316e-06,4.206101350173636e-05,1.95
26,26,HsdM N-terminal domain,Zinc finger found in FPG and IleRS,2,40,19,9.36393396708485e-06,4.210003536364719e-05,1.1
25,25,Formamidopyrimidine-DNA glycosylase H2TH domain,HsdM N-terminal domain,2,19,40,9.363933967084848e-06,4.210003536364719e-05,1.1
27,27,Formamidopyrimidine-DNA glycosylase N-terminal domain,HsdM N-terminal domain,2,19,40,9.363933967084848e-06,4.210003536364719e-05,1.1
4076,4076,Prophage endopeptidase tail,URI fold toxin 2,2,38,20,9.377198800676704e-06,4.210474258449342e-05,1.1
13777,13777,BRCA1 C Terminus (BRCT) domain,HrcA protein C terminal domain,2,20,38,9.377198800676704e-06,4.210474258449342e-05,1.1
12112,12112,DNA methylase,Ribosomal protein L35,2,38,20,9.377198800676704e-06,4.210474258449342e-05,1.1
13778,13778,BRCA1 C Terminus (BRCT) domain,"Winged helix-turn-helix transcription repressor, HrcA DNA-binding",2,20,38,9.377198800676704e-06,4.210474258449342e-05,1.1
4084,4084,Prophage endopeptidase tail N-terminal domain,URI fold toxin 2,2,38,20,9.377198800676704e-06,4.210474258449342e-05,1.1
16436,16436,Nucleotidyltransferase domain,Terminase RNaseH-like domain,2,59,13,9.370113217114173e-06,4.210474258449342e-05,1.1
14964,14964,7TM diverse intracellular signalling,PAS fold,12,97,4419,9.404594184775563e-06,4.221858314342257e-05,2.56
8249,8249,Domain of unknown function (DUF4982),Subtilase family,6,114,704,9.449345960616324e-06,4.241027272143776e-05,1.95
20213,20213,FAD binding domain,Sugar-binding N-terminal domain,2,48,16,9.503014617538612e-06,4.259567163382743e-05,1.1
20211,20211,FAD binding domain,Nucleotide-binding C-terminal domain,2,48,16,9.503014617538612e-06,4.259567163382743e-05,1.1
14686,14686,FUSC-like inner membrane protein yccS,Mechanosensitive ion channel porin domain,2,16,48,9.503014617538612e-06,4.259567163382743e-05,1.1
14685,14685,Fusaric acid resistance protein-like,Mechanosensitive ion channel porin domain,2,16,48,9.503014617538612e-06,4.259567163382743e-05,1.1
14687,14687,Fusaric acid resistance protein-like,Mechanosensitive ion channel inner membrane domain 1,2,16,48,9.503014617538612e-06,4.259567163382743e-05,1.1
14688,14688,FUSC-like inner membrane protein yccS,Mechanosensitive ion channel inner membrane domain 1,2,16,48,9.503014617538612e-06,4.259567163382743e-05,1.1
14726,14726,FlgD Ig-like domain,Neisseria PilC beta-propeller domain,4,272,80,9.521788422238946e-06,4.267057199970409e-05,1.61
16293,16293,Cation efflux family,Dolichyl-phosphate-mannose-protein mannosyltransferase,2,99,8,9.538206804652576e-06,4.270712475093142e-05,1.1
16292,16292,Dimerisation domain of Zinc Transporter,Dolichyl-phosphate-mannose-protein mannosyltransferase,2,99,8,9.538206804652576e-06,4.270712475093142e-05,1.1
16296,16296,C-terminal four TMM region of protein-O-mannosyltransferase,Dimerisation domain of Zinc Transporter,2,8,99,9.538206804652576e-06,4.270712475093142e-05,1.1
16297,16297,C-terminal four TMM region of protein-O-mannosyltransferase,Cation efflux family,2,8,99,9.538206804652576e-06,4.270712475093142e-05,1.1
225,225,BspA type Leucine rich repeat region (6 copies),CUB domain,6,1981,42,9.54933809555954e-06,4.2747708119048406e-05,1.95
1530,1530,Cysteine-rich secretory protein family,Subtilase family,9,318,704,9.575736848857672e-06,4.28566040744221e-05,2.3
2238,2238,Bacterial Ig-like domain (group 4),Concanavalin A-like lectin/glucanases superfamily,6,149,538,9.590255437165583e-06,4.290300988192834e-05,1.95
3513,3513,Centromere-binding protein HTH domain,KorB C-terminal beta-barrel domain,3,228,30,9.650162924042378e-06,4.316167397370198e-05,1.39
1572,1572,Jag N-terminus,Transposase IS116/IS110/IS902 family,6,461,174,9.70812733868419e-06,4.341153740959623e-05,1.95
14806,14806,ADP-ribosyltransferase exoenzyme,Phage Mu protein F like protein,2,8,100,9.73263309764526e-06,4.3511709094056446e-05,1.1
19182,19182,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",chorismate binding enzyme,2,56,14,9.838440892802223e-06,4.390879394355096e-05,1.1
19280,19280,DinB superfamily,SWIM zinc finger,2,14,56,9.838440892802223e-06,4.390879394355096e-05,1.1
19183,19183,"Anthranilate synthase component I, N terminal region","D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",2,14,56,9.838440892802223e-06,4.390879394355096e-05,1.1
19184,19184,Amino-transferase class IV,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",2,14,56,9.838440892802223e-06,4.390879394355096e-05,1.1
19181,19181,Amino-transferase class IV,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",2,14,56,9.838440892802223e-06,4.390879394355096e-05,1.1
19179,19179,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",chorismate binding enzyme,2,56,14,9.838440892802223e-06,4.390879394355096e-05,1.1
19180,19180,"Anthranilate synthase component I, N terminal region","D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain",2,14,56,9.838440892802223e-06,4.390879394355096e-05,1.1
19281,19281,Family of unknown function (DUF6191),SWIM zinc finger,2,14,56,9.838440892802223e-06,4.390879394355096e-05,1.1
19035,19035,Periplasmic sensor domain,RNA recognition motif,4,192,114,9.867338488370842e-06,4.4028260233932655e-05,1.61
4529,4529,D5 N terminal like,Ribonuclease B OB domain,6,482,167,9.88089102496738e-06,4.406020783335142e-05,1.95
12188,12188,Bacterial TSP3 repeat,"RNA-binding, Nab2-type zinc finger",2,217,4,9.88036637309024e-06,4.406020783335142e-05,1.1
12189,12189,Bacterial TSP3 repeat,Zinc finger C-x8-C-x5-C-x3-H type (and similar),2,217,4,9.88036637309024e-06,4.406020783335142e-05,1.1
15555,15555,Ankyrin repeats (3 copies),C2H2-type zinc finger,3,512,14,9.890397257972906e-06,4.4083583553159257e-05,1.39
11726,11726,"Immune inhibitor A peptidase M6, catalytic domain",OmpA family,4,71,310,9.890249060972794e-06,4.4083583553159257e-05,1.61
17998,17998,"Pyruvate kinase, barrel domain",[2Fe-2S] binding domain,2,26,30,9.924202259189804e-06,4.4177121660552754e-05,1.1
5642,5642,[2Fe-2S] binding domain,"lactate/malate dehydrogenase, NAD binding domain",2,30,26,9.924202259189804e-06,4.4177121660552754e-05,1.1
5652,5652,[2Fe-2S] binding domain,"lactate/malate dehydrogenase, alpha/beta C-terminal domain",2,30,26,9.924202259189804e-06,4.4177121660552754e-05,1.1
18425,18425,Domain of unknown function (DUF5710),"Overcoming lysogenization defect protein-like, TOPRIM domain",2,26,30,9.924202259189804e-06,4.4177121660552754e-05,1.1
15486,15486,MgtE intracellular N domain,Transcription factor AFT,2,26,30,9.924202259189804e-06,4.4177121660552754e-05,1.1
17988,17988,"Pyruvate kinase, alpha/beta domain",[2Fe-2S] binding domain,2,26,30,9.924202259189804e-06,4.4177121660552754e-05,1.1
18221,18221,MCM P-loop domain,TLD,2,66,12,9.939147106707086e-06,4.4196074134490845e-05,1.1
4591,4591,Bacterial flagellin C-terminal helical region,Large polyvalent protein associated domain 25,2,66,12,9.939147106707086e-06,4.4196074134490845e-05,1.1
18227,18227,BTB/POZ domain,MCM OB domain,2,12,66,9.939147106707086e-06,4.4196074134490845e-05,1.1
18226,18226,BTB/POZ domain,MCM P-loop domain,2,12,66,9.939147106707086e-06,4.4196074134490845e-05,1.1
18222,18222,MCM OB domain,TLD,2,66,12,9.939147106707086e-06,4.4196074134490845e-05,1.1
1127,1127,CRISPR associated protein Cas2,Recombinase zinc beta ribbon domain,4,64,345,9.942755704020776e-06,4.420261442529297e-05,1.61
16337,16337,Condensation domain,Phosphopantetheine attachment site,2,6,138,9.958720270634282e-06,4.42640711599108e-05,1.1
8543,8543,FecR protein,SPOR domain,2,218,4,9.971772312813664e-06,4.4312558803363024e-05,1.1
9704,9704,Cadherin-like beta sandwich domain,FIVAR domain,5,90,523,9.974488354376989e-06,4.4315104362581225e-05,1.79
14925,14925,Cadherin-like,Tyrosine-protein kinase ephrin type A/B receptor-like,2,28,28,1.002997197733479e-05,4.451378634371141e-05,1.1
20002,20002,Leucine Rich Repeat,Protein of unknown function (DUF1194),4,756,30,1.0024702254955595e-05,4.451378634371141e-05,1.61
14789,14789,Hint domain,MBG domain (YGX type),4,127,173,1.0033030205542317e-05,4.451780376824001e-05,1.61
2819,2819,Bacterial SH3 domain,Bacterial alpha-L-rhamnosidase concanavalin-like domain,4,295,75,1.0128058729503005e-05,4.492017811023886e-05,1.61
2839,2839,Bacterial SH3 domain,Bacterial alpha-L-rhamnosidase C-terminal domain,4,295,75,1.0128058729503005e-05,4.492017811023886e-05,1.61
9387,9387,Immunoglobulin-like domain of bacterial spore germination,Protein phosphatase 2C,2,22,36,1.0215550505504964e-05,4.527908634562189e-05,1.1
9381,9381,PrcB C-terminal,Protein phosphatase 2C,2,22,36,1.0215550505504964e-05,4.527908634562189e-05,1.1
10201,10201,Bacterial Alpha amylase C-terminal domain,N-terminus of Esterase_SGNH_hydro-type,2,22,36,1.0215550505504964e-05,4.527908634562189e-05,1.1
3230,3230,Family of unknown function (DUF6576),FtsX-like permease family,2,4,221,1.024851089929835e-05,4.541544360582769e-05,1.1
7646,7646,Bacterial dipeptidyl-peptidase Sh3 domain,Calcineurin-like phosphoesterase,4,74,300,1.0255267733503302e-05,4.543564836632693e-05,1.61
10021,10021,Fibronectin type III domain,Putative Ig domain,8,522,328,1.0292988640978717e-05,4.5583235410048606e-05,2.2
8989,8989,"Resolvase, N terminal domain",Stage II sporulation protein E (SpoIIE),8,700,245,1.029132171300984e-05,4.5583235410048606e-05,2.2
11977,11977,Acetyltransferase (GNAT) family,Molybdopterin oxidoreductase N-terminal domain,2,50,16,1.0319063808075604e-05,4.56791441574779e-05,1.1
17066,17066,ATP dependent DNA ligase domain,DNA gyrase B subunit insert domain,2,50,16,1.0319063808075604e-05,4.56791441574779e-05,1.1
5523,5523,"Endo-alpha-N-acetylgalactosaminidase, domain 5",YSIRK type signal peptide,2,8,103,1.0327652863790816e-05,4.568782162272202e-05,1.1
6201,6201,PgaA membrane beta barrel domain,Sel1 repeat,2,8,103,1.0327652863790816e-05,4.568782162272202e-05,1.1
5519,5519,Galactose-binding domain-like,YSIRK type signal peptide,2,8,103,1.0327652863790816e-05,4.568782162272202e-05,1.1
16803,16803,Histidine kinase-like ATPase domain,Tetratricopeptide repeat,6,59,1407,1.0335609920783131e-05,4.571324199615675e-05,1.95
12110,12110,Protein of unknown function (DUF433),Ribosomal protein L35,2,40,20,1.0402807820576052e-05,4.598094427234951e-05,1.1
3232,3232,FtsX extracellular domain,Rhomboid family,2,20,40,1.0402807820576052e-05,4.598094427234951e-05,1.1
16893,16893,AhpC/TSA family,Flagellar basal body rod FlgEFG protein C-terminal,2,20,40,1.0402807820576052e-05,4.598094427234951e-05,1.1
12819,12819,Chitinase class I,Concanavalin A-like lectin/glucanases superfamily,4,42,538,1.0431035448456308e-05,4.609585808243879e-05,1.61
9660,9660,Carbohydrate binding module (family 35),Glycosyl hydrolases family 2,4,88,253,1.0463846334974338e-05,4.623097236501376e-05,1.61
15535,15535,ABC-2 family transporter protein,Primase C terminal 1 (PriCT-1),2,10,82,1.0492023184715216e-05,4.6335660698495625e-05,1.1
14423,14423,Domain of unknown function (DUF1835),"Oxidoreductase family, NAD-binding Rossmann fold",2,10,82,1.0492023184715216e-05,4.6335660698495625e-05,1.1
16509,16509,2Fe-2S iron-sulfur cluster binding domain,NAD(P)-binding Rossmann-like domain,2,68,12,1.0554585693050302e-05,4.656222922449351e-05,1.1
5293,5293,CRISPR-associated (Cas) DxTHG family,"Glycosyl hydrolase family 20, domain 2",2,68,12,1.0554585693050302e-05,4.656222922449351e-05,1.1
5289,5289,CRISPR-associated (Cas) DxTHG family,"Glycosyl hydrolase family 20, catalytic domain",2,68,12,1.0554585693050302e-05,4.656222922449351e-05,1.1
19114,19114,Domain of unknown function (DUF4219),Retroviral aspartyl protease,2,12,68,1.0554585693050302e-05,4.656222922449351e-05,1.1
8502,8502,Glycosyl hydrolases family 18,TM2 domain,2,68,12,1.0554585693050302e-05,4.656222922449351e-05,1.1
4484,4484,"Tubulin/FtsZ family, GTPase domain",tRNA modifying enzyme MnmG/GidA C-terminal helical domain,2,14,58,1.0559350205058315e-05,4.656337901258067e-05,1.1
4483,4483,"Tubulin-like CetZ, C-terminal",tRNA modifying enzyme MnmG/GidA C-terminal helical domain,2,14,58,1.0559350205058315e-05,4.656337901258067e-05,1.1
17672,17672,"AIR synthase related protein, C-terminal domain",Berberine and berberine like,2,31,26,1.060762326327298e-05,4.673637890788311e-05,1.1
17671,17671,"AIR synthase related protein, N-terminal domain",Berberine and berberine like,2,31,26,1.060762326327298e-05,4.673637890788311e-05,1.1
16716,16716,Domain of unknown function (DUF5710),Phenylalanyl tRNA synthetase beta chain CLM domain,2,26,31,1.060762326327298e-05,4.673637890788311e-05,1.1
16717,16717,Domain of unknown function (DUF5710),tRNA synthetase B5 domain,2,26,31,1.060762326327298e-05,4.673637890788311e-05,1.1
5227,5227,"C-terminal, D2-small domain, of ClpB protein",S4 domain,3,83,84,1.0655099911663932e-05,4.6935556215056486e-05,1.39
17689,17689,Domain of unknown function (DUF1887),Enoyl-(Acyl carrier protein) reductase,2,226,4,1.071814383629862e-05,4.718310838900289e-05,1.1
7479,7479,Domain of unknown function (DUF1887),Radical_SAM C-terminal domain,2,226,4,1.071814383629862e-05,4.718310838900289e-05,1.1
17691,17691,Domain of unknown function (DUF1887),short chain dehydrogenase,2,226,4,1.071814383629862e-05,4.718310838900289e-05,1.1
9103,9103,FlgA N-terminal domain,SLBB domain,2,8,105,1.0734115383161344e-05,4.722325612289938e-05,1.1
13183,13183,"Cytochrome C oxidase, cbb3-type, subunit III",SLBB domain,2,8,105,1.0734115383161344e-05,4.722325612289938e-05,1.1
9101,9101,Chaperone for flagella basal body P-ring formation,SLBB domain,2,8,105,1.0734115383161344e-05,4.722325612289938e-05,1.1
4053,4053,Diaminopimelate epimerase,"RlmA, N-terminal",2,16,51,1.0739655482904754e-05,4.72375784769244e-05,1.1
6733,6733,Bacterial Ig-like domain,Fibronectin type III domain,8,330,522,1.0753666343541012e-05,4.72891448288808e-05,2.2
17180,17180,BlaR1 peptidase M56,Pentatricopeptide repeat domain,2,28,29,1.0771825352689224e-05,4.73589268164055e-05,1.1
16094,16094,Family of unknown function (DUF5906),Small subunit of acetolactate synthase,3,527,14,1.0779268308896598e-05,4.7381575430071206e-05,1.39
5563,5563,Biotin protein ligase C terminal domain,tRNA synthetases class I (M),2,69,12,1.086921808230633e-05,4.774650994005694e-05,1.1
12738,12738,Biotin protein ligase C terminal domain,CAAD domains of cyanobacterial aminoacyl-tRNA synthetase,2,69,12,1.086921808230633e-05,4.774650994005694e-05,1.1
11325,11325,HEAT repeats,RDD family,2,24,34,1.0867758429018676e-05,4.774650994005694e-05,1.1
7939,7939,Cysteine-rich secretory protein family,NlpC/P60 family,6,318,257,1.0904586943886956e-05,4.789170438376181e-05,1.95
16947,16947,Histidine kinase-like ATPase domain,Rubredoxin metal binding domain,2,59,14,1.0929335045779249e-05,4.796982821939662e-05,1.1
18747,18747,Carbohydrate binding domain X2,Glycosyl hydrolase family 53,2,59,14,1.0929335045779249e-05,4.796982821939662e-05,1.1
3332,3332,Cysteine-rich secretory protein family,Flavodoxin,4,318,71,1.0928987822747734e-05,4.796982821939662e-05,1.61
11627,11627,CAT RNA binding domain,"Helix-turn-helix domain, rpiR family",2,8,106,1.0940281026612216e-05,4.800768055756808e-05,1.1
9069,9069,D-alanyl-D-alanine carboxypeptidase,Protein kinase domain,8,224,773,1.0960208072219026e-05,4.808491880103391e-05,2.2
18317,18317,PKD domain,Thrombospondin type 3 repeat,6,458,179,1.0991785819925212e-05,4.821322770441103e-05,1.95
6325,6325,Protein of unknown function N-terminus (DUF3323),S4 domain,2,10,84,1.1012610160508413e-05,4.828408403071086e-05,1.1
6331,6331,Protein of unknown function C-terminus (DUF2399),S4 domain,2,10,84,1.1012610160508413e-05,4.828408403071086e-05,1.1
5982,5982,Bacterial Ig-like domain (group 3),Listeria-Bacteroides repeat domain (List_Bact_rpt),10,275,1051,1.1150121805843264e-05,4.887663103231316e-05,2.4
12370,12370,Smr domain,"Translation initiation factor IF-3, N-terminal domain",2,16,52,1.116862335108942e-05,4.890589263669545e-05,1.1
13806,13806,Prolyl oligopeptidase family,Protein of unknown function (DUF1566),2,52,16,1.116862335108942e-05,4.890589263669545e-05,1.1
12371,12371,MutS2 and Smr-associated SH3 domain,"Translation initiation factor IF-3, N-terminal domain",2,16,52,1.116862335108942e-05,4.890589263669545e-05,1.1
