,Label1,Label2,Count
16072,Short C-terminal domain,Short C-terminal domain,2
16073,Helix-turn-helix domain,Short C-terminal domain,4
16074,Peptidase S24-like,Short C-terminal domain,5
16075,Domain of unknown function (DUF4429),Protein of unknown function (DUF1499),2
16076,Domain of unknown function (DUF4429),Short C-terminal domain,2
16077,Domain of unknown function (DUF4429),Helix-turn-helix domain,2
16078,Domain of unknown function (DUF4429),Peptidase S24-like,3
16079,"Initiator Replication protein, WH1",TAT (twin-arginine translocation) pathway signal sequence,2
16080,"Initiator Rep protein, WH2",TAT (twin-arginine translocation) pathway signal sequence,2
16081,DnaA N-terminal domain,TPR repeat,4
16082,DnaA N-terminal domain,Tetratricopeptide repeat,4
16083,Helix-turn-helix domain,TPR repeat,2
16084,"Bacterial regulatory proteins, lacI family",GHMP kinases N terminal domain,2
16085,GHMP kinases N terminal domain,Periplasmic binding protein-like domain,2
16086,GHMP kinases N terminal domain,Zinc-binding dehydrogenase,2
16087,Alcohol dehydrogenase GroES-like domain,GHMP kinases N terminal domain,2
16088,"Bacterial regulatory proteins, lacI family",GHMP kinases C terminal,2
16089,GHMP kinases C terminal,Periplasmic binding protein-like domain,2
16090,GHMP kinases C terminal,Zinc-binding dehydrogenase,2
16091,Alcohol dehydrogenase GroES-like domain,GHMP kinases C terminal,2
16092,Poxvirus D5 protein-like,Small subunit of acetolactate synthase,2
16093,D5 N terminal like,Small subunit of acetolactate synthase,3
16094,Family of unknown function (DUF5906),Small subunit of acetolactate synthase,3
16095,Domain of unknown function (DUF3854),Small subunit of acetolactate synthase,2
16096,Small subunit of acetolactate synthase,Virulence-associated protein E-like domain,2
16097,ACT domain,Poxvirus D5 protein-like,2
16098,ACT domain,D5 N terminal like,5
16099,ACT domain,Family of unknown function (DUF5906),5
16100,ACT domain,Domain of unknown function (DUF3854),2
16101,ACT domain,Virulence-associated protein E-like domain,4
16102,Glycosyl hydrolases family 31 TIM-barrel domain,"Purple acid Phosphatase, N-terminal domain",1
16103,Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain,"Purple acid Phosphatase, N-terminal domain",1
16104,Glycosyl hydrolase family 31 C-terminal domain,"Purple acid Phosphatase, N-terminal domain",1
16105,Short C-terminal domain,"Tubulin/FtsZ family, GTPase domain",2
16106,Short C-terminal domain,"Tubulin-like CetZ, C-terminal",2
16107,Outer membrane protein beta-barrel family,Short C-terminal domain,2
16108,Short C-terminal domain,Tubulin like,2
16109,Bacterial PH domain,"Tubulin/FtsZ family, GTPase domain",2
16110,Bacterial PH domain,"Tubulin-like CetZ, C-terminal",2
16111,Bacterial PH domain,Outer membrane protein beta-barrel family,2
16112,Bacterial PH domain,Tubulin like,2
16113,HAMP domain,Sodium/hydrogen exchanger family,2
16114,Methyl-accepting chemotaxis protein (MCP) signalling domain,Sodium/hydrogen exchanger family,2
16115,Listeria-Bacteroides repeat domain (List_Bact_rpt),Sodium/hydrogen exchanger family,2
16116,Divergent InlB B-repeat domain,Sodium/hydrogen exchanger family,2
16117,Binding-protein-dependent transport system inner membrane component,Sodium/hydrogen exchanger family,2
16118,GHMP kinases N terminal domain,Mur ligase middle domain,2
16119,GHMP kinases C terminal,Mur ligase middle domain,2
16120,GHMP kinases N terminal domain,"Mur ligase family, catalytic domain",2
16121,GHMP kinases C terminal,"Mur ligase family, catalytic domain",2
16122,G5 domain,Repeat of unknown function (DUF5648),1
16123,G5-linked-Ubiquitin-like domain,Repeat of unknown function (DUF5648),1
16124,3D domain,Repeat of unknown function (DUF5648),1
16125,Glycosyl hydrolase 108,Repeat of unknown function (DUF5648),2
16126,Predicted Peptidoglycan domain,Repeat of unknown function (DUF5648),2
16127,Protein kinase domain,Repeat of unknown function (DUF5648),1
16128,Repeat of unknown function (DUF5648),"Zinc finger, C3HC4 type (RING finger)",1
16129,G5 domain,Protein of unknown function (DUF1524),1
16130,G5-linked-Ubiquitin-like domain,Protein of unknown function (DUF1524),1
16131,3D domain,Protein of unknown function (DUF1524),1
16132,Glycosyl hydrolase 108,Protein of unknown function (DUF1524),2
16133,Predicted Peptidoglycan domain,Protein of unknown function (DUF1524),2
16134,Protein of unknown function (DUF1524),"Zinc finger, C3HC4 type (RING finger)",1
16135,Haemagglutinin repeat,Periplasmic copper-binding protein (NosD),2
16136,Bacterial EndoU nuclease,Right handed beta helix region,2
16137,Bacterial EndoU nuclease,Periplasmic copper-binding protein (NosD),2
16138,Possible hemagglutinin (DUF637),Right handed beta helix region,2
16139,Periplasmic copper-binding protein (NosD),Possible hemagglutinin (DUF637),2
16140,Hemagglutinin repeat,Periplasmic copper-binding protein (NosD),2
16141,Family of unknown function (DUF5996),Molybdopterin oxidoreductase N-terminal domain,2
16142,GCN5-related N-acetyl-transferase,Molybdopterin oxidoreductase N-terminal domain,2
16143,Family of unknown function (DUF5996),Molydopterin dinucleotide binding domain,2
16144,GCN5-related N-acetyl-transferase,Molydopterin dinucleotide binding domain,2
16145,Carbohydrate binding module (family 6),Cellulose or protein binding domain,5
16146,Carbohydrate binding module (family 6),Polysaccharide deacetylase,2
16147,Carbohydrate binding module (family 6),"Linear amide C-N hydrolases, choloylglycine hydrolase family",2
16148,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin",Carbohydrate binding module (family 6),2
16149,Calcineurin-like phosphoesterase,FIVAR domain,2
16150,Calcineurin-like phosphoesterase,F5/8 type C domain,2
16151,Calcineurin-like phosphoesterase,"Linear amide C-N hydrolases, choloylglycine hydrolase family",2
16152,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin",Calcineurin-like phosphoesterase,2
16153,Bacterial Ig-like domain (group 3),Cellulose or protein binding domain,3
16154,Bacterial Ig-like domain (group 3),Polysaccharide deacetylase,2
16155,Bacterial Ig-like domain (group 3),"Linear amide C-N hydrolases, choloylglycine hydrolase family",2
16156,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin",Bacterial Ig-like domain (group 3),2
16157,Concanavalin A-like lectin/glucanases superfamily,Polysaccharide deacetylase,2
16158,Concanavalin A-like lectin/glucanases superfamily,"Linear amide C-N hydrolases, choloylglycine hydrolase family",2
16159,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin",Concanavalin A-like lectin/glucanases superfamily,2
16160,HNH endonuclease,Tetratricopeptide repeat,2
16161,Domain of unknown function (DUF222),Tetratricopeptide repeat,2
16162,"Diguanylate cyclase, GGDEF domain","Tetracyclin repressor-like, C-terminal domain",7
16163,MASE1,"Tetracyclin repressor-like, C-terminal domain",7
16164,Kelch motif,Putative Ig domain,1
16165,"Galactose oxidase, central domain",Putative Ig domain,1
16166,Domain of unknown function (DUF3854),Protein of unknown function (DUF3991),2
16167,HTH-like domain,Helix-turn-helix domain,4
16168,Collagen triple helix repeat (20 copies),The GLUG motif,1
16169,Collagen triple helix repeat (20 copies),"Heme-binding protein Shr-like, Hb-interacting domain",1
16170,Collagen triple helix repeat (20 copies),Immunoglobulin domain,2
16171,BspA type Leucine rich repeat region (6 copies),Collagen triple helix repeat (20 copies),2
16172,Domain of unknown function (DUF4397),The GLUG motif,1
16173,Domain of unknown function (DUF4397),"Heme-binding protein Shr-like, Hb-interacting domain",1
16174,Domain of unknown function (DUF4397),S-layer homology domain,1
16175,Domain of unknown function (DUF4397),Immunoglobulin domain,2
16176,BspA type Leucine rich repeat region (6 copies),Domain of unknown function (DUF4397),2
16177,Mechanosensitive ion channel porin domain,Uncharacterized protein conserved in bacteria (DUF2179),2
16178,"Mechanosensitive ion channel, transmembrane helices 2/3",Uncharacterized protein conserved in bacteria (DUF2179),2
16179,Mechanosensitive ion channel inner membrane domain 1,Uncharacterized protein conserved in bacteria (DUF2179),2
16180,"Mechanosensitive ion channel MscS, C-terminal",Uncharacterized protein conserved in bacteria (DUF2179),2
16181,"Mechanosensitive ion channel, beta-domain",Uncharacterized protein conserved in bacteria (DUF2179),2
16182,"Iron dependent repressor, N-terminal DNA binding domain",Uncharacterized protein conserved in bacteria (DUF2179),2
16183,"Iron dependent repressor, metal binding and dimerisation domain",Uncharacterized protein conserved in bacteria (DUF2179),2
16184,Domain of unknown function (DUF5698),Mechanosensitive ion channel porin domain,2
16185,Domain of unknown function (DUF5698),"Mechanosensitive ion channel, transmembrane helices 2/3",2
16186,Domain of unknown function (DUF5698),Mechanosensitive ion channel inner membrane domain 1,2
16187,Domain of unknown function (DUF5698),"Mechanosensitive ion channel MscS, C-terminal",2
16188,Domain of unknown function (DUF5698),"Mechanosensitive ion channel, beta-domain",2
16189,Domain of unknown function (DUF5698),"Iron dependent repressor, N-terminal DNA binding domain",2
16190,Domain of unknown function (DUF5698),"Iron dependent repressor, metal binding and dimerisation domain",2
16191,N-acetylmuramoyl-L-alanine amidase,"Polysaccharide lyase family 8, C-terminal beta-sandwich domain",2
16192,N-acetylmuramoyl-L-alanine amidase,"Polysaccharide lyase family 8, N terminal alpha-helical domain",2
16193,N-acetylmuramoyl-L-alanine amidase,"Polysaccharide lyase family 8, super-sandwich domain",2
16194,LysM domain,Serpin (serine protease inhibitor),2
16195,AMIN domain,"Polysaccharide lyase family 8, C-terminal beta-sandwich domain",2
16196,AMIN domain,"Polysaccharide lyase family 8, N terminal alpha-helical domain",2
16197,AMIN domain,"Polysaccharide lyase family 8, super-sandwich domain",2
16198,"Acyl-CoA dehydrogenase, N-terminal domain",DnaB-like helicase C terminal domain,2
16199,"Acyl-CoA dehydrogenase, C-terminal, bacterial type",DnaB-like helicase C terminal domain,2
16200,Carbohydrate binding module 77,Rib domain,1
16201,Listeria-Bacteroides repeat domain (List_Bact_rpt),Rib domain,1
16202,Bacterial Ig-like domain (group 2),Rib domain,2
16203,Domain of unknown function (DUF4979),Rib domain,2
16204,Rib domain,Thioester domain,2
16205,Prealbumin-like fold domain,Rib domain,2
16206,Atypical Rib domain,Carbohydrate binding module 77,1
16207,Atypical Rib domain,Listeria-Bacteroides repeat domain (List_Bact_rpt),1
16208,Atypical Rib domain,Bacterial Ig-like domain (group 2),2
16209,Atypical Rib domain,Domain of unknown function (DUF4979),2
16210,Atypical Rib domain,Thioester domain,2
16211,Atypical Rib domain,Prealbumin-like fold domain,2
16212,Carbohydrate binding module 77,Putative Ig domain,1
16213,Domain of unknown function (DUF4979),Putative Ig domain,2
16214,Putative Ig domain,Thioester domain,2
16215,Carbohydrate binding module 77,Long Rib domain,1
16216,Listeria-Bacteroides repeat domain (List_Bact_rpt),Long Rib domain,1
16217,Bacterial Ig-like domain (group 2),Long Rib domain,2
16218,Domain of unknown function (DUF4979),Long Rib domain,2
16219,Long Rib domain,Thioester domain,2
16220,Long Rib domain,Prealbumin-like fold domain,2
16221,Helix-turn-helix,KorB domain,2
16222,Helix-turn-helix domain,Pao retrotransposon peptidase,2
16223,Helix-turn-helix domain,Putative peptidase (DUF1758),2
16224,Helix-turn-helix domain,Protein of unknown function (DUF1759),2
16225,Family of unknown function (DUF5641),Helix-turn-helix domain,2
16226,Helix-turn-helix domain,Zinc knuckle,3
16227,Domain of unknown function (DUF1508),Pao retrotransposon peptidase,2
16228,Domain of unknown function (DUF1508),Putative peptidase (DUF1758),2
16229,Domain of unknown function (DUF1508),Protein of unknown function (DUF1759),2
16230,Domain of unknown function (DUF1508),Family of unknown function (DUF5641),2
16231,Domain of unknown function (DUF1508),Zinc knuckle,3
16232,"DNA polymerase III, delta subunit, C terminal",Reverse transcriptase (RNA-dependent DNA polymerase),3
16233,"Helicase HerA, central domain",Reverse transcriptase (RNA-dependent DNA polymerase),4
16234,HAS barrel domain,Reverse transcriptase (RNA-dependent DNA polymerase),2
16235,3'-5' exonuclease,Reverse transcriptase (RNA-dependent DNA polymerase),1
16236,DNA polymerase family A,Reverse transcriptase (RNA-dependent DNA polymerase),1
16237,"DNA polymerase III, delta subunit, C terminal",FHA domain,2
16238,"DNA polymerase III, delta subunit",FHA domain,2
16239,FHA domain,"Helicase HerA, central domain",2
16240,FHA domain,HAS barrel domain,2
16241,3'-5' exonuclease,FHA domain,1
16242,DNA polymerase family A,FHA domain,1
16243,D-alanyl-D-alanine carboxypeptidase,GUN4-like,7
16244,D-alanyl-D-alanine carboxypeptidase,D-alanyl-D-alanine carboxypeptidase,4
16245,D-alanyl-D-alanine carboxypeptidase,"Penicillin-binding protein 5, C-terminal domain",6
16246,GUN4-like,"Penicillin-binding protein 5, C-terminal domain",7
16247,"Penicillin-binding protein 5, C-terminal domain",Protein kinase domain,7
16248,"Penicillin-binding protein 5, C-terminal domain","Penicillin-binding protein 5, C-terminal domain",3
16249,Anticodon binding domain,OB-fold nucleic acid binding domain,2
16250,Anticodon binding domain,"DNA polymerase III subunit alpha, C-terminal domain",2
16251,OB-fold nucleic acid binding domain,"tRNA synthetases class I (E and Q), catalytic domain",2
16252,"DNA polymerase III subunit alpha, C-terminal domain","tRNA synthetases class I (E and Q), catalytic domain",2
16253,"Cation transporter/ATPase, N-terminus",Type IV pili methyl-accepting chemotaxis transducer N-term,2
16254,"Cation transporting ATPase, C-terminus",Type IV pili methyl-accepting chemotaxis transducer N-term,2
16255,E1-E2 ATPase,Type IV pili methyl-accepting chemotaxis transducer N-term,2
16256,Type IV pili methyl-accepting chemotaxis transducer N-term,haloacid dehalogenase-like hydrolase,2
16257,EAL domain,Type IV pili methyl-accepting chemotaxis transducer N-term,8
16258,CHASE domain,Type IV pili methyl-accepting chemotaxis transducer N-term,1
16259,Domain of unknown function (DUF4118),Type IV pili methyl-accepting chemotaxis transducer N-term,5
16260,MaoC like domain,Primase C terminal 1 (PriCT-1),2
16261,Primase C terminal 1 (PriCT-1),Protein of unknown function (DUF1569),2
16262,Elongation factor G C-terminus,Primase C terminal 1 (PriCT-1),2
16263,"Elongation factor G, domain IV",Primase C terminal 1 (PriCT-1),2
16264,"Bifunctional DNA primase/polymerase, N-terminal",MaoC like domain,2
16265,"Bifunctional DNA primase/polymerase, N-terminal",Protein of unknown function (DUF1569),2
16266,"Bifunctional DNA primase/polymerase, N-terminal",Elongation factor G C-terminus,2
16267,"Bifunctional DNA primase/polymerase, N-terminal","Elongation factor G, domain IV",2
16268,Homeodomain-like domain,Transposase C of IS166 homeodomain,1
16269,Homeodomain-like domain,Transposase IS66 family,1
16270,DDE superfamily endonuclease,Transposase C of IS166 homeodomain,1
16271,DDE superfamily endonuclease,Transposase IS66 family,1
16272,AAA domain,XdhC Rossmann domain,2
16273,RNA ligase,XdhC Rossmann domain,2
16274,Calcineurin-like phosphoesterase,XdhC Rossmann domain,2
16275,AAA domain,XdhC and CoxI family,2
16276,RNA ligase,XdhC and CoxI family,2
16277,Calcineurin-like phosphoesterase,XdhC and CoxI family,2
16278,HAMP domain,Protein similar to CwfJ C-terminus 1,6
16279,HAMP domain,RNA recognition motif,6
16280,HAMP domain,Protein similar to CwfJ C-terminus 2,6
16281,HAMP domain,Periplasmic sensor domain,7
16282,Bacterial signalling protein N terminal repeat,HAMP domain,4
16283,5TMR of 5TMR-LYT,Cache domain,1
16284,Cache domain,Histidine kinase,2
16285,CHASE domain,Cache domain,2
16286,Cache domain,Protein similar to CwfJ C-terminus 1,2
16287,Cache domain,RNA recognition motif,2
16288,Cache domain,Protein similar to CwfJ C-terminus 2,2
16289,Cache domain,Periplasmic sensor domain,4
